研报名称,机构名称,发布时间,行业,研报地址
近期机构配置与资本市场资金流向分析：市场流动性风险结束了吗？,国信证券,2025-04-13 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=KPNgOoZV4VxCUW6HTrQdgyOW5M5RheXC+bfdCLQI9Hg=
金融产品跟踪周报：权益ETF系列：反弹上涨，关注内需和自主可控方向,东吴证券,2025-04-13 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=KPNgOoZV4VxCUW6HTrQdgyDbRSyXD7MNkH5yf/NzJIA=
金融行业双周报：10家券商一季度业绩预喜，险资投资股市上限再松绑,东莞证券,2025-04-11 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Mzk3AYkEKXk7IIc6GYGe3qUgNg7x09SrwKl9F8mM5gA=
非银金融行业点评报告：央行和汇金积极稳股市，关注券商一季报业绩改善,开源证券,2025-04-08 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=jvmUn4uttwXUE6ZTPdHLuBsaDOnYickmG0xX1U9yyxg=
非银行金融行业周报：监管持续细化业务办法，关注极端事件冲击下波动,山西证券,2025-04-08 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=jvmUn4uttwXUE6ZTPdHLuPwe7Qr6IsmLHS6//rABaR4=
非银行业周报：险企持续举牌，提升权益投资收益空间,民生证券,2025-04-07 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=g0dZvvWgXQ8mW9EVqG8/GFrIJrvkC40VeBEgnfSJawo=
金融行业快评：避险为先，优选金融,国信证券,2025-04-07 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/FfpKEXt7/AKfFT/APIokJ/Ve7GUVaqchMD3CkFe/90=
非银行业点评：寿险开门红表现平稳，财险多险种共振支撑增长,民生证券,2025-04-06 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=g0dZvvWgXQ8mW9EVqG8/GKe5wlvaQ6O08NOljGWx/Sg=
2025跨境支付全球市场洞察报告,亿欧智库,2025-04-06 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=g0dZvvWgXQ8mW9EVqG8/GGod/eMFCckgunkno3pOEck=
金融产品跟踪周报：权益ETF系列：保持谨慎，关注关税影响和反制措施,东吴证券,2025-04-06 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=JQELtXrwenT1jhrwvseTo3ipRLZZ1E66PM5Rn7WMgEk=
金融产品深度报告：虚拟货币全景洞察：深度剖析概念、历史、技术、现状与趋势,东吴证券,2025-04-03 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=emSFIp1HB04/4TKE/k8SfN1HQJJyE6VRoGDCYaSAZxY=
非银行金融行业研究：金融IT商业模式、产品和客户全方位对比,国金证券,2025-04-02 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=9GgV0BHE7V/VB1r8O/PmyjRx+C+diUOMyOLwv+u/3uQ=
2025年中国金融科技（FinTech）行业发展洞察报告,艾瑞股份,2025-04-01 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=oVsFMRnefdemR2yNjNTu/ZwzMROkwkuTmeLA5/POB2A=
非银金融行业点评报告：第三家互联网券商呼之欲出，重视行业beta弹性,开源证券,2025-03-31 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=82zRwMmRKPoVFTrNGXkhZ7/V/PE1XPv6NbJMn1rRHV8=
非银行业周报：年报后，逢低配置非银,民生证券,2025-03-30 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=r5wMIqn9SlARUvMlaIClXT31j28TfRJ6H2cJ2VAHGQE=
2025年农村金融机构行业分析,联合资信,2025-03-30 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=KovjDkTM7tOhDuc5WNLlEmeY0ozIcucsxU6s5Kb2D/U=
金融产品跟踪周报：权益ETF系列：持续震荡，等待财报数据落地,东吴证券,2025-03-30 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=r5wMIqn9SlARUvMlaIClXXBgm9zqjpVsOKU52y+u98w=
AI变革行业创新发展：2025中国金融行业大模型产业洞察-金融智慧升级，大模型赋能未来,头豹研究院,2025-03-27 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ftcyFwqdlYvBqKxc3ZrBWuluE7JGNhxY4MeaI6d+Vjs=
中国经济金融展望报告2025年第2季度（总第62期）,中国银行,2025-03-27 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ftcyFwqdlYvBqKxc3ZrBWm6MR6DYtsnWBTd08+pht3U=
全球技术报告：金融服务业洞察-以数字化创新驱动增长,毕马威,2025-03-24 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=w9855vfpkQp4MyktZVpwvPm0WPmIEyCTEKjw/C79PWE=
非银行业周报（2025年第十期）：关注券商年报业绩，自营或为有力支撑,中航证券,2025-03-24 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=w9855vfpkQp4MyktZVpwvOjVC4ise4EjJzMtvIF65dQ=
非银行业周报：重视业绩催化，逢低布局非银,民生证券,2025-03-24 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=w9855vfpkQp4MyktZVpwvA1aGP19kTrcFX+uvwazJDM=
2024H2基金销售保有量数据点评：销售保有量环比增长，指数化投资趋势深化,中银证券,2025-03-24 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=w9855vfpkQp4MyktZVpwvONk3oIi0z4VUEGAEPoGmro=
非银行金融行业研究：已披露券商中近九成业绩盈喜，持续推荐非银板块,国金证券,2025-03-24 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=w9855vfpkQp4MyktZVpwvN0lzNKvk1LH+dp1zwStDEE=
金融产品跟踪周报：权益ETF系列：以防代攻，等待企稳时机,东吴证券,2025-03-23 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=4o96xi+P6mrL36j+76sat+h5GhJ2y0THzyTHxaQblsE=
金融行业双周报：2月社融增量2.24万亿元，中国平安2024年净利润同比增长47.8%,东莞证券,2025-03-21 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=wyVGx1v/CxnpRGJ4PfNcXsonJKxfUwJgq8y76JIf5Fc=
非银行金融行业周报：资本市场助力提振消费，券商财富管理优势凸显,山西证券,2025-03-19 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=YOdqHC5L+DEfQtlpeouPBThMBLEss7UEkiceLKkj5Tc=
公募基金代销保有规模点评：券商各口径代销市占均提升，ETF优势显著,东吴证券,2025-03-19 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=YOdqHC5L+DEfQtlpeouPBYKZ57nqktoPeFP8gi8fOB8=
REITs行业周报：推动银行间多层次REITs市场发展，消费REIT单周表现优异,开源证券,2025-03-17 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ohpblsnPkpi9igb97uI5LFtWZlTwZZhSIWsUN9RSiKA=
金融产品跟踪周报：权益ETF系列：结构化宽幅震荡,东吴证券,2025-03-16 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ohpblsnPkpi9igb97uI5LMDSj4UUk3N43seKWQWLoFU=
2025年融资租赁行业分析,联合资信,2025-03-16 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ohpblsnPkpi9igb97uI5LMR3zt0RoO2wI9MOFRn7Lqc=
非银行业周报：多重政策利好加持，当前非银板块配置仍在舒适区,民生证券,2025-03-16 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ohpblsnPkpi9igb97uI5LCDltl6ajoB5DpKjK6bxUfQ=
行业深度报告：保障房REITs专题报告：租赁住房REIT陆续入市，优质资产助力搭建房地产新模式,开源证券,2025-03-14 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=djS/Xo87INjRrcA8vHbNDDZTJHP+wl7aFCZD1qs6bDQ=
中国金融大模型发展白皮书：开启智能金融新时代,国际数据,2025-03-13 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=iZ9Hzr4ZAjlY3JhuLilvgxdvXQi04+kqLgMduHgS+u8=
非银行业周报（2025年第八期）：中长期资金入市空间逐步打开，建议关注券商投资机会,中航证券,2025-03-12 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=CiqmV+KFLWlKifP3zbrgPpVpkBmdHozumJOP6I9Zdq8=
非银行金融行业周报：稳住楼市股市，资本市场改革再深化,山西证券,2025-03-12 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=CiqmV+KFLWlKifP3zbrgPtwiWU1e0LSybfAyhJPfPJ8=
金融产品跟踪周报：权益ETF系列：短期谨慎，中期乐观,东吴证券,2025-03-09 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=qzVX3kuHxHKVVQ4yS0tIZ3vdYO8WcOOaQRgl7dMD5LU=
非银行业点评：资本市场改革按下“加速键”，重视非银投资机会,民生证券,2025-03-07 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=fa91g1pIaJCKpJAXgbgqutbH5dX7UJedeuSU7q0SsZQ=
非银行金融行业：政府工作报告释放诸多政策利好，行业有望多维度受益,东兴证券,2025-03-07 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=fa91g1pIaJCKpJAXgbgqusNKjTUWBi+2WiHnjVoCQWc=
2024年中国手机银行APP监测报告,艾瑞股份,2025-03-06 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=pVPRS63IZgZ+97DnkTNdp0RU6c1JQSlB5so9yuLdCLs=
非银金融：2025年政府工作报告透露出哪些资本市场高质量发展信号？,五矿证券,2025-03-06 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=pVPRS63IZgZ+97DnkTNdp8HCh3k1zVpwR0eWZf7x4Jk=
非银行金融行业：支持民企高质量发展，多元化融资空间打开,东兴证券,2025-03-05 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=cJM02qr60+nNP6JKWgqwzLOSXLwiPRZxD6LmI44lePw=
非银行业周报（2025年第七期）：券商业绩边际改善，关注行业投资机会,中航证券,2025-03-05 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=cJM02qr60+nNP6JKWgqwzD3pRH7jTzlmoYJp3CXc4aA=
非银行业周报：市场交投活跃度提升，券商板块Q1业绩可期,民生证券,2025-03-02 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Al9DjKWXoBRKP6pRg9OHzYVFpCaS/soMBr0Tfs4Sdy8=
金融产品跟踪周报：权益ETF系列：震荡调整，等待时机,东吴证券,2025-03-02 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Al9DjKWXoBRKP6pRg9OHzREtaG5Mm7lE/VWC3o1bVbQ=
金融产品点评报告：前海开源黄金ETF投资价值分析-避险增值双引擎,东吴证券,2025-03-02 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=AjRc24ZW5s4sAKR5+sr2GrQ4uZTaAkQga1AgJtZ2PCw=
金融行业中长期资金入市专题报告：中长期资金加速入市，银行高股息与险资长期配置需求深度共振,东莞证券,2025-02-28 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=K+0IubMWZ5a2RwoFm3KG0b2rDMpcTcTWRfkFL7/QcNA=
2024年四季度投融市场报告：乡村振兴,深圳来觅数据信息科技,2025-02-26 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=FHY8nGU6f2N/ri3T6YGWEBMzbyzzObN1bbWLrdCwehs=
非银金融行业深度报告：“破局与重塑，打造国际一流投行”系列报告之四—一流投行是如何炼成的？,东吴证券,2025-02-25 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=YjEx1ojKwVPAsBRJl40Q6Myz0tjPjy3Srt4CcQwt7VY=
金融周报：市场活跃度较强，助力券商基本面提升,华龙证券,2025-02-25 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=YjEx1ojKwVPAsBRJl40Q6Phcc6KWaj1eOcM1cvO4pjI=
基础设施投融资行业：绍兴债务之谜：区域债务与经济发展的博弈,中诚信国际,2025-02-25 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=YjEx1ojKwVPAsBRJl40Q6GlQk/673d0bJYplCk2/1b0=
非银行金融行业周报：资本市场法制化再推进，关注行业并购及业绩催化,山西证券,2025-02-25 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=YjEx1ojKwVPAsBRJl40Q6OjQKCHlqqReFWOj187JTOA=
金融机构DS应用点评：获益大模型带来实际绩效改善情况梳理,太平洋,2025-02-24 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=p+RkahopWoAMlp0CMR1aKhIKRNxPtVNwvAA7uZSNX6k=
金融产品跟踪周报：权益ETF系列：震荡上涨，围绕AI主线推进,东吴证券,2025-02-23 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=zkMz+rYU//w/+8SVSZ+24Bu8HwF07XduXW7WJ0siRcg=
AMC行业：从危机到重生：AMC如何撬动上市公司破产重整万亿棋局？,中诚信国际,2025-02-21 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=JPUrw04F392ZQQvQU0vx/mvFue0QJjseWmy7F/WIJeM=
金融行业双周报：1月社融信贷开门红，个人住房贷款同比多增,东莞证券,2025-02-21 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=JPUrw04F392ZQQvQU0vx/hmu+rJnyCwt+Sc1nEYMiNE=
在数据中看见中国基金会,基金会中心网,2025-02-20 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=wL6kMDicKG0vFDkZmaF0QdaW2LwM8TOhgBbG8oguUAQ=
金融租赁公司逐步迈入新发展周期，监管引导行业规范经营加大公司治理投入,惠誉博华信用评级,2025-02-20 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=wL6kMDicKG0vFDkZmaF0QWDj6YO1Dct1rKGzrdxtACo=
非银金融行业AMC股权划转点评：加强金融牌照整合与协同预期,国信证券(香港),2025-02-20 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=wL6kMDicKG0vFDkZmaF0QXknt1Ji+yRVqLGwMEmA8Bo=
银行/非银金融行业周报：关注长期资金入市和险企建仓对市场的影响,华龙证券,2025-02-18 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=0O8gD+U0owEJaIK7kdBwCMhZ9UY6cTIWj3a+V4etZ9s=
非银行金融行业研究：AMC划转汇金券商并购预期增强，关注AI＋金融催化,国金证券,2025-02-17 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=0jMN+Rpdn3wnTvs3KYW7o59dG2qi7KKhkSIih1ZRJow=
金融产品跟踪周报：权益ETF系列：震荡上涨，结构可能有分化，建议配置红利类ETF、小盘成长类ETF和医药类ETF,东吴证券,2025-02-16 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=FWgg80tnx3MHCD8Qm2kFM6Em4WcT7paLISZh8v7/+YE=
非银金融行业2025年度春季投资策略：政策东风劲，非银绽新程,开源证券,2025-02-13 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=crek+LLUpI4jDUHXZJGrjp7G94RODP/sjHacmhdyQKk=
基金会行业薪酬数据观察共创会：谈薪酬，更谈发展,上海芮葭灵信息咨询,2025-02-13 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=crek+LLUpI4jDUHXZJGrjsrczt+y6V+hRAUU6VyNV8c=
金融资产投资公司股权投资试点现状及发展分析,远东资信,2025-02-13 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=crek+LLUpI4jDUHXZJGrjre0BPgC3aa5RR9ayqgEog8=
东吴金融 财富管理月报（2025/01）：基金日均成交额及换手率环比双涨，新发ETF显著上涨,东吴证券,2025-02-13 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=crek+LLUpI4jDUHXZJGrjhm+uTgbSeGTcN6m0QSpcIA=
非银金融行业深度报告：“破局与重塑，打造国际一流投行”系列报告之二—投石问路，海外一流投行的发展轨迹,东吴证券,2025-02-12 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=SVUNWG3pXsnFwC4QJDNclWmq7Rw5WftO1iMVwQHVe6A=
非银金融：险企配置黄金渠道打开，投资端资产配置结构迎来优化,五矿证券,2025-02-11 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=8Rb0d1P2lobOIVhR/EzZlHpGflNSudJjM6BZ2irlErQ=
非银行金融行业周报：以“五篇大文章”为锚，发挥功能性作用,山西证券,2025-02-11 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=8Rb0d1P2lobOIVhR/EzZlGYtCbZlIVIvyr8SjkL1XHM=
非银行金融行业研究：关注AI+金融应用，权益市场好转非银有望迎来阶段性β行情,国金证券,2025-02-10 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=hPX81JV2fupOINr4Xz/CW66xnDvuRW1JzBgAO6TDi74=
金融新规热读（12月刊）,毕马威,2025-02-09 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=kra0pUcENtfkeTVyUe/ZFLg4dyvlrd64Rb3/60KK79s=
非银行业点评：完善征信市场服务供给，提升金融科技行业效率,民生证券,2025-02-09 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=kra0pUcENtfkeTVyUe/ZFPj9MTYIIfDE+shaXGL7flo=
金融产品跟踪周报：权益ETF系列：右侧出击，短期可能有波动，建议配置小盘成长类ETF和医药类ETF,东吴证券,2025-02-09 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=nWgvbuOvAGwR/msWG+b212YOTZCWaf2tbx4em00IGco=
非银金融：公募基金被动投资迎来发展机遇期,五矿证券,2025-02-07 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=7xaSOO9WiHTAzMIDNJ+E6ykor5B8YTDWQ0jX71a2elU=
主动权益基金2024Q4非银重仓股点评：非银板块冲高环比减仓，并购主线和高股息标的增仓,开源证券,2025-02-05 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=oZW+G2b0Fnjk2I5KfCmivpsWS98Z1naNJLZh4V5z8tk=
非银金融：新华保险接手杭州银行股份点评-“资产荒”延续，险资加快优质资产布局,国信证券(香港),2025-02-05 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=xD4aFXCG1DByyc7TuM0FffyHVRECvgHoEbIn2aM+E7Y=
金融产品跟踪周报：权益ETF系列：继续等待右侧，建议配置红利类ETF、小盘成长类ETF和医药类ETF,东吴证券,2025-02-04 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=2hz58u/93ppEOon7+2IKDPxQ/SleC9JSo7dNJnkGs2o=
非银行金融行业研究：2024Q4非银板块获主动公募基金减配，看好后续非银和市场共振,国金证券,2025-01-27 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=n+XUY9RZm42E8TMUvHkyO52ZNFeXNH+f0XSEQbju3bo=
金融科技生态蓝皮书（2024年）,中国信通院,2025-01-26 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=dOjSwy1oXjN1CjnIjlQzmGe1ibd8vCtT6cr8nDsb6Wg=
REITs行业周报：大力发展多层次REITs体系，消费REITs表现持续优异,开源证券,2025-01-26 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=dOjSwy1oXjN1CjnIjlQzmL1+3Wu4O5a/ZxqeGh+545k=
中国消费金融公司展望，2025年1月,中诚信国际,2025-01-26 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=dOjSwy1oXjN1CjnIjlQzmB51SR+aWHNPmJ3o4cKTUuc=
私募股权投资行业2024年信用回顾与2025年展望,新世纪资信评估,2025-01-26 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=dOjSwy1oXjN1CjnIjlQzmCGigjLdcpTBngvVbxw86iI=
非银行金融行业研究：完善金租公司监管评级体系，推动行业高质量发展,国金证券,2025-01-26 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=dOjSwy1oXjN1CjnIjlQzmDWc3TFYnVyyCKOcoAPe8JI=
融资担保行业2025年信用风险展望：业务承压谋破局之径 政策助力拓“新”域布局,大公国际,2025-01-24 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XsnHw6Kq/NI7DxGGSYvg+qFxMsiTJ9Bd++yRBQw3o4A=
养老金融月度资讯,清华大学五道口金融学院,2025-01-24 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XsnHw6Kq/NI7DxGGSYvg+oUc87+iPWIsgZxxICC97MA=
非银金融行业点评报告：公募基金费率优化或将迈进“第三阶段”,东吴证券,2025-01-24 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XsnHw6Kq/NI7DxGGSYvg+kJYzVGJ0jRqjrlN6wAXHm8=
非银行金融行业：监管大力推动长期资金入市，资本市场生态有望持续优化,东兴证券,2025-01-24 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XsnHw6Kq/NI7DxGGSYvg+nDL+AKs0Iup8Z5IRHN81Rg=
非银金融行业周报：ESG标准日益规范化，应予以高度重视,五矿证券,2025-01-23 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=snUeS5I1j8keNL55bp20AHHWfIE7Uof9TIRg/v1dEYI=
非银金融《关于推动中长期资金入市工作的实施方案》点评：明确中长资金入市规模超预期，拉长考核周期治本,开源证券,2025-01-23 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=snUeS5I1j8keNL55bp20ADCiyL/0SAC2bfPA/k8X8I4=
中国担保行业，2025年1月,中诚信国际,2025-01-23 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=snUeS5I1j8keNL55bp20ALjqTds/84NfqwxXSSx0yfo=
非银行业点评：长期资金入市的一大步,民生证券,2025-01-23 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=snUeS5I1j8keNL55bp20AMMSbsXwWvRpB1cc++Ey4ZA=
关于长期资金入市政策的点评：优化考核，提升增量，打通堵点,国信证券,2025-01-23 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=snUeS5I1j8keNL55bp20ABDthilB+oiKIE2HZe+30HE=
融资租赁行业2024年信用回顾与2025年展望,新世纪资信评估,2025-01-23 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=snUeS5I1j8keNL55bp20ABhI654eopyEMp/CSE7eQao=
消费金融行业2024年信用回顾与2025年展望,新世纪资信评估,2025-01-21 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=oY5mp548Mc+kiL+DFouDkWBenXfPgmvOLA3wjz9het8=
凯捷金融服务2025年热门趋势：财富管理,凯捷研究院,2025-01-20 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=42ilRfV7w9pVCLHo5TsHpwimvj2N5TBVXj2mMd5B90M=
资本市场2025年热门趋势,凯捷研究院,2025-01-20 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=42ilRfV7w9pVCLHo5TsHp16NWzqIix/k55xr2wwW6uU=
凯捷金融服务2025年热门趋势：Payments,凯捷研究院,2025-01-20 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=42ilRfV7w9pVCLHo5TsHp1qq2YQAVpVpEwzV2r04KYU=
金融业监管：2024年度数据处罚分析及洞察建议,毕马威,2025-01-19 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=42ilRfV7w9pVCLHo5TsHp0ONhGJVqy6sfVbudt868Jw=
REITs行业周报：REITs市场交易规模同比增长，产业园REITs表现持续优异,开源证券,2025-01-19 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=42ilRfV7w9pVCLHo5TsHpzlDJxdfr/cnOgPZla/zVJ4=
非银行业周报：保险分类监管再升级,民生证券,2025-01-19 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=42ilRfV7w9pVCLHo5TsHp6zLrq8dYWqSk2ia66Q+6OA=
金融产品跟踪周报：A股行情左侧见底，等待右侧，建议增配小盘成长类ETF,东吴证券,2025-01-19 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=42ilRfV7w9pVCLHo5TsHp+V5AaWXbfw6NV/0aRgQCTw=
中国地方AMC行业展望2025年1月,中诚信国际,2025-01-17 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=EVdJ3m5aSxLMcftCepB6Jonaj1+vGeVW8C0v1QYWSB0=
非银金融行业简评：规范中介机构行为，提升展业积极性,东海证券,2025-01-16 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=i00rri9RG8hNjEdUhtKx+RN8FIWfChCLUmdNEyZxQ4w=
2024年四季度金融行业监管政策与处罚分析,安永(中国)企业咨询,2025-01-15 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=RN0ct6R3y0zsaXeXySHlX58XHE8k+CsWWMxk+pYJe2g=
金融行业周报：保险预定利率下调长期利好险企降低成本,华龙证券,2025-01-14 00:00:00.000,多元金融,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/HnCEMJXnVQTSbNB6gvGHY+G4nKY+xZ/TZ0x5J+H5a4=
